Restaurant BBQ La Jar,https://tazz.ro/bucuresti/locatie/restaurant-bbq-la-jar/2433/,11:00-21:45
Retro Pub,https://tazz.ro/bucuresti/locatie/retro-pub/3386/,10:00-18:00
Retro Pub Rock`N Beer,https://tazz.ro/bucuresti/locatie/retro-pub-rock-n-beer/1172/,10:00-18:00
Rotiseria Halal,https://tazz.ro/bucuresti/locatie/rotiseria-halal/989/,10:00-22:00
"Sensiblu 1 Decembrie 33A, C32Bis",https://tazz.ro/bucuresti/locatie/sensiblu-1-decembrie-33a-c32bis/1668/,09:00-20:30
Sensiblu Alexandriei 152,https://tazz.ro/bucuresti/locatie/sensiblu-alexandriei-152/1674/,09:00-19:30
"Sensiblu Brancoveanu 114, bl M1",https://tazz.ro/bucuresti/locatie/sensiblu-brancoveanu-114-bl-m1/1671/,09:00-21:30
Sensiblu Brasov 25,https://tazz.ro/bucuresti/locatie/sensiblu-brasov-25/1683/,09:00-20:30
Sensiblu Buc-Ploiesti 44,https://tazz.ro/bucuresti/locatie/sensiblu-buc-ploiesti-44/1653/,09:00-21:30
Sensiblu Bucurestii Noi 50B,https://tazz.ro/bucuresti/locatie/sensiblu-bucurestii-noi-50b/1655/,09:00-20:30
Sensiblu Carrefour 1,https://tazz.ro/bucuresti/locatie/sensiblu-carrefour-1/1726/,09:00-21:30
Sensiblu Carrefour Corbeanca,https://tazz.ro/bucuresti/locatie/sensiblu-carrefour-corbeanca/1723/,09:00-21:30
Sensiblu Colentina 426-426A,https://tazz.ro/bucuresti/locatie/sensiblu-colentina-426-426a/1659/,09:00-20:30
"Sensiblu Constructorilor 16A,",https://tazz.ro/bucuresti/locatie/sensiblu-constructorilor-16a-/1680/,09:00-20:30
Sensiblu Ferentari 62,https://tazz.ro/bucuresti/locatie/sensiblu-ferentari-62/1675/,09:00-20:30
"Sensiblu Grigorescu 20, Bl CA14",https://tazz.ro/bucuresti/locatie/sensiblu-grigorescu-20-bl-ca14/1666/,09:00-21:30
Sensiblu Maniu 560 A,https://tazz.ro/bucuresti/locatie/sensiblu-maniu-560-a/1685/,09:00-21:30
Sensiblu Nicolae G.Caramfil 85A,https://tazz.ro/bucuresti/locatie/sensiblu-nicolae-g-caramfil-85a/1657/,09:00-19:30
Sensiblu Oltenitei 388,https://tazz.ro/bucuresti/locatie/sensiblu-oltenitei-388/1672/,09:00-20:30
Sensiblu Oltenitei 83,https://tazz.ro/bucuresti/locatie/sensiblu-oltenitei-83/1673/,09:00-20:30
Sensiblu Pallady 51,https://tazz.ro/bucuresti/locatie/sensiblu-pallady-51/1667/,09:00-20:30
Sensiblu Pierre Coubertin 3-5,https://tazz.ro/bucuresti/locatie/sensiblu-pierre-coubertin-3-5/1664/,09:00-19:30
"Sensiblu Radu Beller 6, bl 20B",https://tazz.ro/bucuresti/locatie/sensiblu-radu-beller-6-bl-20b/1654/,09:00-21:30
Sensiblu Sebastian 88 Vulcan,https://tazz.ro/bucuresti/locatie/sensiblu-sebastian-88-vulcan/1677/,09:00-20:30
Sensiblu Taberei 18,https://tazz.ro/bucuresti/locatie/sensiblu-taberei-18/1682/,09:00-21:30
"Sensiblu Taberei 82, Bl C16",https://tazz.ro/bucuresti/locatie/sensiblu-taberei-82-bl-c16/1681/,09:00-20:30
Sensiblu Timisoara 26,https://tazz.ro/bucuresti/locatie/sensiblu-timisoara-26/1687/,10:00-20:30
Sensiblu Valea Cascadelor 3,https://tazz.ro/bucuresti/locatie/sensiblu-valea-cascadelor-3/1684/,09:00-20:30
Sensiblu Vasile Milea4,https://tazz.ro/bucuresti/locatie/sensiblu-vasile-milea4/1679/,09:00-19:30
Sensiblu Vergului 20,https://tazz.ro/bucuresti/locatie/sensiblu-vergului-20/1661/,09:00-20:30
